cost_type,amount,time,stage_name
wip_holding,952.0805,93305.7063,Round_Grinding
processing,68820.3548,93350.3954,Round_Grinding
wip_holding,589.8888,93350.3954,Round_Grinding
processing,33227.2314,93353.1738,Final_Inspection
wip_holding,284.8048,93353.1738,Final_Inspection
processing,40729.269,93411.3584,Final_Inspection
wip_holding,365.7782,93411.3584,Final_Inspection
processing,42000.0,93413.1738,Packing
wip_holding,360.0,93413.1738,Packing
processing,42000.0,93473.1738,Packing
wip_holding,370.892,93473.1738,Packing
processing,114198.9648,93660.5737,Turning_Milling
wip_holding,978.8483,93660.5737,Turning_Milling
processing,37963.8819,93714.8078,QC_Turning
wip_holding,325.4047,93714.8078,QC_Turning
processing,70226.5508,93815.1314,Laser_Marking
wip_holding,601.9419,93815.1314,Laser_Marking
processing,71720.233,93917.5889,Lapping
wip_holding,614.7449,93917.5889,Lapping
processing,326383.1843,94383.8506,Round_Grinding
wip_holding,2797.5702,94383.8506,Round_Grinding
processing,33214.4362,94431.2998,Final_Inspection
wip_holding,284.6952,94431.2998,Final_Inspection
processing,42000.0,94491.2998,Packing
wip_holding,360.0,94491.2998,Packing
processing,85959.4396,94843.2543,Turning_Milling
wip_holding,736.7952,94843.2543,Turning_Milling
processing,104300.5719,95030.7489,Turning_Milling
wip_holding,894.0049,95030.7489,Turning_Milling
processing,247243.24,95196.4589,QC_Turning
wip_holding,2119.2278,95196.4589,QC_Turning
processing,48843.8905,95266.2359,Laser_Marking
wip_holding,418.6619,95266.2359,Laser_Marking
processing,63038.7938,95286.5143,QC_Turning
wip_holding,1534.5925,95286.5143,QC_Turning
processing,26125.5897,95323.8366,Laser_Marking
wip_holding,223.9336,95323.8366,Laser_Marking
processing,70179.7399,95366.4926,Lapping
wip_holding,601.5406,95366.4926,Lapping
processing,112544.9243,95484.615,Lapping
wip_holding,964.6708,95484.615,Lapping
processing,211125.7299,95550.2785,Turning_Milling
wip_holding,1809.6491,95550.2785,Turning_Milling
processing,13966.2139,95570.2302,QC_Turning
wip_holding,119.7104,95570.2302,QC_Turning
processing,36170.0126,95621.9016,Laser_Marking
wip_holding,310.0287,95621.9016,Laser_Marking
processing,104405.129,95633.7652,Round_Grinding
wip_holding,894.9011,95633.7652,Round_Grinding
processing,34474.159,95683.014,Final_Inspection
wip_holding,295.4928,95683.014,Final_Inspection
processing,42000.0,95743.014,Packing
wip_holding,360.0,95743.014,Packing
processing,91717.0673,95752.926,Lapping
wip_holding,786.1463,95752.926,Lapping
processing,794064.9539,95759.0717,Turning_Milling
wip_holding,6806.271,95759.0717,Turning_Milling
processing,18932.2984,95786.1178,QC_Turning
wip_holding,162.2768,95786.1178,QC_Turning
processing,16025.9466,95809.012,Laser_Marking
wip_holding,137.3653,95809.012,Laser_Marking
processing,57103.2916,95834.5022,Round_Grinding
wip_holding,489.4568,95834.5022,Round_Grinding
processing,332836.716,95841.9737,Round_Grinding
wip_holding,2852.8861,95841.9737,Round_Grinding
processing,20250.7147,95863.4317,Final_Inspection
wip_holding,173.5776,95863.4317,Final_Inspection
processing,55693.7233,95888.5745,Lapping
wip_holding,477.3748,95888.5745,Lapping
processing,39148.8765,95919.3587,Final_Inspection
wip_holding,464.3103,95919.3587,Final_Inspection
processing,42000.0,95923.4317,Packing
wip_holding,360.0,95923.4317,Packing
processing,37525.1168,95942.1818,Round_Grinding
wip_holding,321.6439,95942.1818,Round_Grinding
processing,42000.0,95983.4317,Packing
wip_holding,384.4382,95983.4317,Packing
processing,225197.9312,95991.0144,Turning_Milling
wip_holding,1930.268,95991.0144,Turning_Milling
processing,68509.8287,96088.8856,QC_Turning
wip_holding,587.2271,96088.8856,QC_Turning
processing,106073.6943,96093.7157,Final_Inspection
wip_holding,909.2031,96093.7157,Final_Inspection
processing,9060.1632,96101.8287,Laser_Marking
wip_holding,77.6585,96101.8287,Laser_Marking
processing,15013.5414,96123.2766,Lapping
wip_holding,128.6875,96123.2766,Lapping
processing,42000.0,96153.7157,Packing
wip_holding,360.0,96153.7157,Packing
processing,121486.8911,96663.5783,Turning_Milling
wip_holding,1041.3162,96663.5783,Turning_Milling
processing,46175.2928,96729.543,QC_Turning
wip_holding,395.7882,96729.543,QC_Turning
processing,55150.6068,96808.3295,Laser_Marking
wip_holding,472.7195,96808.3295,Laser_Marking
processing,495603.9639,96831.2823,Round_Grinding
wip_holding,4248.034,96831.2823,Round_Grinding
processing,42414.599,96891.8746,Final_Inspection
wip_holding,363.5537,96891.8746,Final_Inspection
processing,69538.2515,96907.6699,Lapping
wip_holding,596.0422,96907.6699,Lapping
processing,42000.0,96951.8746,Packing
wip_holding,360.0,96951.8746,Packing
processing,109230.1361,97063.713,Round_Grinding
wip_holding,936.2583,97063.713,Round_Grinding
processing,14312.5061,97084.1594,Final_Inspection
wip_holding,122.6786,97084.1594,Final_Inspection
processing,42000.0,97144.1594,Packing
wip_holding,360.0,97144.1594,Packing
processing,508725.1272,97865.9683,Turning_Milling
wip_holding,4360.5011,97865.9683,Turning_Milling
processing,138116.7052,98063.2779,QC_Turning
wip_holding,1183.8575,98063.2779,QC_Turning
processing,16683.0025,98087.1108,Laser_Marking
wip_holding,142.9972,98087.1108,Laser_Marking
processing,56961.6578,98168.4846,Lapping
wip_holding,488.2428,98168.4846,Lapping
processing,234934.2706,98181.9586,Turning_Milling
wip_holding,2013.7223,98181.9586,Turning_Milling
processing,221356.7827,98284.2277,Turning_Milling
wip_holding,1897.3439,98284.2277,Turning_Milling
processing,75451.286,98289.7462,QC_Turning
wip_holding,646.7253,98289.7462,QC_Turning
processing,108720.9729,98321.4636,Turning_Milling
wip_holding,931.8941,98321.4636,Turning_Milling
defect,90000.0,98321.4636,Turning_Milling
processing,34053.8614,98338.3945,Laser_Marking
wip_holding,291.8902,98338.3945,Laser_Marking
processing,154214.2031,98388.7906,Round_Grinding
wip_holding,1321.836,98388.7906,Round_Grinding
processing,73347.0512,98394.5277,QC_Turning
wip_holding,661.7996,98394.5277,QC_Turning
processing,27549.0227,98428.1463,Final_Inspection
wip_holding,236.1345,98428.1463,Final_Inspection
processing,66601.9726,98433.5402,Lapping
wip_holding,570.8741,98433.5402,Lapping
processing,35605.773,98445.3931,Laser_Marking
wip_holding,305.1923,98445.3931,Laser_Marking
processing,35124.67,98483.7183,Round_Grinding
wip_holding,301.0686,98483.7183,Round_Grinding
processing,42000.0,98488.1463,Packing
wip_holding,360.0,98488.1463,Packing
processing,43188.3915,98507.0908,Lapping
wip_holding,370.1862,98507.0908,Lapping
processing,83761.5196,98514.187,QC_Turning
wip_holding,1156.3402,98514.187,QC_Turning
processing,86469.4045,98555.0202,Turning_Milling
wip_holding,741.1663,98555.0202,Turning_Milling
processing,55545.7801,98586.4419,Round_Grinding
wip_holding,476.1067,98586.4419,Round_Grinding
processing,56172.4437,98594.4333,Laser_Marking
wip_holding,481.4781,98594.4333,Laser_Marking
processing,8246.6004,98606.2142,Lapping
wip_holding,70.6851,98606.2142,Lapping
processing,172126.6512,98610.9588,Turning_Milling
wip_holding,1475.3713,98610.9588,Turning_Milling
processing,46641.153,98621.6504,QC_Turning
wip_holding,399.7813,98621.6504,QC_Turning
processing,106880.0333,98636.4041,Final_Inspection
wip_holding,916.1146,98636.4041,Final_Inspection
processing,20136.7783,98650.4173,Laser_Marking
wip_holding,172.601,98650.4173,Laser_Marking
processing,31189.2925,98650.7703,Round_Grinding
wip_holding,267.3368,98650.7703,Round_Grinding
processing,36978.4058,98674.4767,QC_Turning
wip_holding,381.1079,98674.4767,QC_Turning
processing,42000.0,98696.4041,Packing
wip_holding,360.0,98696.4041,Packing
processing,46016.8946,98702.1425,Final_Inspection
wip_holding,694.2037,98702.1425,Final_Inspection
processing,38343.9039,98705.1943,Lapping
wip_holding,328.662,98705.1943,Lapping
processing,23333.4234,98707.8102,Laser_Marking
wip_holding,200.0008,98707.8102,Laser_Marking
processing,26647.3046,98743.2619,Round_Grinding
wip_holding,228.4055,98743.2619,Round_Grinding
processing,42000.0,98762.1425,Packing
wip_holding,360.0,98762.1425,Packing
processing,42478.062,98762.8254,Final_Inspection
wip_holding,672.3307,98762.8254,Final_Inspection
processing,46162.2798,98773.7563,Lapping
wip_holding,395.6767,98773.7563,Lapping
processing,765359.4822,98789.4097,Turning_Milling
wip_holding,6560.2241,98789.4097,Turning_Milling
processing,40816.4649,98821.1347,Final_Inspection
wip_holding,467.237,98821.1347,Final_Inspection
processing,42000.0,98822.8254,Packing
wip_holding,360.0,98822.8254,Packing
processing,42000.0,98882.8254,Packing
wip_holding,370.1446,98882.8254,Packing
processing,135261.7972,98982.6409,QC_Turning
wip_holding,1159.3868,98982.6409,QC_Turning
processing,6287.5695,98991.6231,Laser_Marking
wip_holding,53.8935,98991.6231,Laser_Marking
processing,8993.5626,99004.4711,Lapping
wip_holding,77.0877,99004.4711,Lapping
processing,161853.7059,99004.9759,Round_Grinding
wip_holding,1387.3175,99004.9759,Round_Grinding
processing,86606.009,99083.7206,Turning_Milling
wip_holding,742.3372,99083.7206,Turning_Milling
processing,240010.0867,99347.8474,Final_Inspection
wip_holding,2057.2293,99347.8474,Final_Inspection
processing,194306.9802,99361.302,QC_Turning
wip_holding,1665.4884,99361.302,QC_Turning
processing,12318.0358,99378.8992,Laser_Marking
wip_holding,105.5832,99378.8992,Laser_Marking
processing,16806.4271,99402.9083,Lapping
wip_holding,144.0551,99402.9083,Lapping
processing,42000.0,99407.8474,Packing
wip_holding,360.0,99407.8474,Packing
processing,184005.2059,99472.2911,Turning_Milling
wip_holding,1577.1875,99472.2911,Turning_Milling
processing,95807.5312,99539.7762,Round_Grinding
wip_holding,821.2074,99539.7762,Round_Grinding
processing,47475.9834,99540.1139,QC_Turning
wip_holding,406.937,99540.1139,QC_Turning
processing,40230.8678,99597.5866,Laser_Marking
wip_holding,344.836,99597.5866,Laser_Marking
processing,437558.5144,99629.5547,Round_Grinding
wip_holding,3750.5016,99629.5547,Round_Grinding
processing,31717.2399,99642.8969,Lapping
wip_holding,271.8621,99642.8969,Lapping
processing,98766.6569,99680.8715,Final_Inspection
wip_holding,846.5713,99680.8715,Final_Inspection
processing,35982.984,99694.3012,Round_Grinding
wip_holding,308.4256,99694.3012,Round_Grinding
processing,42000.0,99740.8715,Packing
wip_holding,360.0,99740.8715,Packing
processing,51374.3641,99754.2634,Final_Inspection
wip_holding,748.2525,99754.2634,Final_Inspection
processing,33703.296,99802.411,Final_Inspection
wip_holding,648.6587,99802.411,Final_Inspection
processing,42000.0,99814.2634,Packing
wip_holding,360.0,99814.2634,Packing
processing,42000.0,99874.2634,Packing
wip_holding,431.1146,99874.2634,Packing
processing,277321.789,100350.3087,Turning_Milling
wip_holding,2377.0439,100350.3087,Turning_Milling
processing,186873.596,100440.4272,Turning_Milling
wip_holding,1601.7737,100440.4272,Turning_Milling
processing,235768.4457,100457.0084,Turning_Milling
wip_holding,2020.8724,100457.0084,Turning_Milling
processing,267974.3865,100460.8289,Turning_Milling
wip_holding,2296.9233,100460.8289,Turning_Milling
processing,160938.3938,100580.2207,QC_Turning
wip_holding,1379.4719,100580.2207,QC_Turning
processing,15554.3817,100602.4412,Laser_Marking
wip_holding,133.3233,100602.4412,Laser_Marking
processing,15703.8157,100602.6547,QC_Turning
wip_holding,973.3654,100602.6547,QC_Turning
processing,39260.4438,100658.7411,Laser_Marking
wip_holding,336.5181,100658.7411,Laser_Marking
processing,11928.7106,100675.7821,Lapping
wip_holding,102.2461,100675.7821,Lapping
processing,54770.9219,100680.6854,Lapping
wip_holding,469.465,100680.6854,Lapping
processing,65648.3045,100696.438,QC_Turning
wip_holding,1436.5779,100696.438,QC_Turning
processing,6495.2118,100705.7169,Laser_Marking
wip_holding,55.6732,100705.7169,Laser_Marking
processing,21144.5114,100735.9233,Lapping
wip_holding,181.2387,100735.9233,Lapping
processing,44242.0297,100738.985,Round_Grinding
wip_holding,379.2174,100738.985,Round_Grinding
processing,264443.8193,100770.7218,Turning_Milling
wip_holding,2266.6613,100770.7218,Turning_Milling
processing,58940.6551,100780.6389,QC_Turning
wip_holding,1918.8603,100780.6389,QC_Turning
processing,264402.6383,100796.7201,Turning_Milling
wip_holding,2266.3083,100796.7201,Turning_Milling
processing,50274.9258,100810.8063,Final_Inspection
wip_holding,430.9279,100810.8063,Final_Inspection
processing,24813.2975,100816.0865,QC_Turning
wip_holding,272.1886,100816.0865,QC_Turning
processing,61251.087,100823.4249,Round_Grinding
wip_holding,525.0093,100823.4249,Round_Grinding
processing,42000.0,100870.8063,Packing
wip_holding,360.0,100870.8063,Packing
processing,49567.353,100886.897,QC_Turning
wip_holding,541.0615,100886.897,QC_Turning
processing,97630.1827,100920.1106,Laser_Marking
wip_holding,836.8301,100920.1106,Laser_Marking
processing,33632.9548,100968.1577,Lapping
wip_holding,288.2825,100968.1577,Lapping
processing,45592.0119,100985.2421,Laser_Marking
wip_holding,1014.9334,100985.2421,Laser_Marking
processing,20549.3342,101014.5983,Lapping
wip_holding,176.1372,101014.5983,Lapping
processing,21736.2621,101016.2939,Laser_Marking
wip_holding,776.3812,101016.2939,Laser_Marking
processing,23350.9658,101049.6524,Lapping
wip_holding,200.1511,101049.6524,Lapping
processing,71267.1161,101116.4084,Round_Grinding
wip_holding,610.861,101116.4084,Round_Grinding
processing,277225.7206,101219.4616,Final_Inspection
wip_holding,2376.2205,101219.4616,Final_Inspection
processing,414878.1533,101273.3685,Round_Grinding
wip_holding,3556.0985,101273.3685,Round_Grinding
processing,42000.0,101279.4616,Packing
wip_holding,360.0,101279.4616,Packing
processing,48984.9953,101289.4402,Final_Inspection
wip_holding,1038.1905,101289.4402,Final_Inspection
processing,247413.9607,101321.6062,Round_Grinding
wip_holding,2120.6911,101321.6062,Round_Grinding
processing,31322.9581,101334.1873,Final_Inspection
wip_holding,364.9127,101334.1873,Final_Inspection
processing,42000.0,101349.4402,Packing
wip_holding,360.0,101349.4402,Packing
processing,29070.2327,101375.7162,Final_Inspection
wip_holding,324.6597,101375.7162,Final_Inspection
processing,42000.0,101409.4402,Packing
wip_holding,451.5175,101409.4402,Packing
processing,42000.0,101469.4402,Packing
wip_holding,562.3441,101469.4402,Packing
processing,382055.0216,101595.4453,Round_Grinding
wip_holding,3274.7573,101595.4453,Round_Grinding
processing,32643.0427,101642.0782,Final_Inspection
wip_holding,279.7975,101642.0782,Final_Inspection
processing,332601.459,101698.702,Turning_Milling
wip_holding,2850.8696,101698.702,Turning_Milling
processing,42000.0,101702.0782,Packing
wip_holding,360.0,101702.0782,Packing
processing,75562.7577,101806.6488,QC_Turning
wip_holding,647.6808,101806.6488,QC_Turning
processing,71743.5312,101909.1396,Laser_Marking
wip_holding,614.9446,101909.1396,Laser_Marking
processing,29721.8197,101951.5993,Lapping
wip_holding,254.7585,101951.5993,Lapping
processing,115565.0878,102116.6923,Round_Grinding
wip_holding,990.5579,102116.6923,Round_Grinding
processing,33782.7015,102164.9533,Final_Inspection
wip_holding,289.566,102164.9533,Final_Inspection
processing,42000.0,102224.9533,Packing
wip_holding,360.0,102224.9533,Packing
processing,96035.3889,102635.0968,Turning_Milling
wip_holding,823.1605,102635.0968,Turning_Milling
processing,59222.1544,102719.6999,QC_Turning
wip_holding,507.6185,102719.6999,QC_Turning
processing,64366.1674,102811.6516,Laser_Marking
wip_holding,551.71,102811.6516,Laser_Marking
processing,62177.2912,102900.4763,Lapping
wip_holding,532.9482,102900.4763,Lapping
processing,54298.0142,102978.0449,Round_Grinding
wip_holding,465.4116,102978.0449,Round_Grinding
processing,13173.4424,102996.8641,Final_Inspection
wip_holding,112.9152,102996.8641,Final_Inspection
processing,173337.9511,103017.157,Turning_Milling
wip_holding,1485.7539,103017.157,Turning_Milling
processing,42000.0,103056.8641,Packing
wip_holding,360.0,103056.8641,Packing
processing,52822.3911,103092.6175,QC_Turning
wip_holding,452.7634,103092.6175,QC_Turning
processing,26343.1701,103130.2506,Laser_Marking
wip_holding,225.7986,103130.2506,Laser_Marking
processing,72620.069,103233.9936,Lapping
wip_holding,622.4577,103233.9936,Lapping
processing,109420.2895,103390.3083,Round_Grinding
wip_holding,937.8882,103390.3083,Round_Grinding
processing,84763.1892,103511.3985,Final_Inspection
wip_holding,726.5416,103511.3985,Final_Inspection
processing,42000.0,103571.3985,Packing
wip_holding,360.0,103571.3985,Packing
processing,222883.8898,104083.6282,Turning_Milling
wip_holding,1910.4333,104083.6282,Turning_Milling
processing,39438.2642,104139.9685,QC_Turning
wip_holding,338.0423,104139.9685,QC_Turning
processing,16964.7944,104164.204,Laser_Marking
wip_holding,145.4125,104164.204,Laser_Marking
processing,148820.7221,104376.805,Lapping
wip_holding,1275.6062,104376.805,Lapping
processing,46279.7369,104499.1356,Turning_Milling
wip_holding,396.6835,104499.1356,Turning_Milling
processing,13237.061,104518.0457,QC_Turning
wip_holding,113.4605,104518.0457,QC_Turning
processing,38024.6057,104572.3665,Laser_Marking
wip_holding,325.9252,104572.3665,Laser_Marking
processing,148701.8256,104589.2362,Round_Grinding
wip_holding,1274.5871,104589.2362,Round_Grinding
processing,16801.1557,104596.3682,Lapping
wip_holding,144.0099,104596.3682,Lapping
processing,40663.9668,104647.3275,Final_Inspection
wip_holding,348.5483,104647.3275,Final_Inspection
processing,54185.8021,104673.7765,Round_Grinding
wip_holding,464.4497,104673.7765,Round_Grinding
processing,14691.9722,104694.765,Final_Inspection
wip_holding,125.9312,104694.765,Final_Inspection
processing,42000.0,104707.3275,Packing
wip_holding,360.0,104707.3275,Packing
processing,42000.0,104767.3275,Packing
wip_holding,435.3752,104767.3275,Packing
processing,244450.9618,105934.9284,Turning_Milling
wip_holding,2095.294,105934.9284,Turning_Milling
processing,9998.1685,105949.2115,QC_Turning
wip_holding,85.6986,105949.2115,QC_Turning
processing,110059.7778,106106.4398,Laser_Marking
wip_holding,943.3695,106106.4398,Laser_Marking
processing,17139.1813,106130.9243,Lapping
wip_holding,146.9073,106130.9243,Lapping
processing,201586.2826,106418.9047,Round_Grinding
wip_holding,1727.8824,106418.9047,Round_Grinding
processing,250135.082,106491.8032,Turning_Milling
wip_holding,2144.015,106491.8032,Turning_Milling
processing,27793.5889,106531.5084,QC_Turning
wip_holding,238.2308,106531.5084,QC_Turning
processing,13460.1301,106550.7371,Laser_Marking
wip_holding,115.3725,106550.7371,Laser_Marking
processing,37052.1905,106603.6688,Lapping
wip_holding,317.5902,106603.6688,Lapping
processing,65874.7962,106697.7757,Round_Grinding
wip_holding,564.6411,106697.7757,Round_Grinding
processing,275292.9943,106812.1804,Final_Inspection
wip_holding,2359.6542,106812.1804,Final_Inspection
processing,42000.0,106872.1804,Packing
wip_holding,360.0,106872.1804,Packing
processing,55471.3494,106891.4252,Final_Inspection
wip_holding,1161.8973,106891.4252,Final_Inspection
processing,193356.1113,106923.5922,Turning_Milling
wip_holding,1657.3381,106923.5922,Turning_Milling
processing,42000.0,106951.4252,Packing
wip_holding,360.0,106951.4252,Packing
processing,55981.8683,107003.5663,QC_Turning
wip_holding,479.8446,107003.5663,QC_Turning
processing,78125.1947,107115.1737,Laser_Marking
wip_holding,669.6445,107115.1737,Laser_Marking
processing,63187.0486,107205.4409,Lapping
wip_holding,541.6033,107205.4409,Lapping
processing,116377.2604,107371.6941,Round_Grinding
wip_holding,997.5194,107371.6941,Round_Grinding
processing,34213.028,107420.5699,Final_Inspection
wip_holding,293.2545,107420.5699,Final_Inspection
processing,42000.0,107480.5699,Packing
wip_holding,360.0,107480.5699,Packing
processing,144161.6502,107528.7341,Turning_Milling
wip_holding,1235.6713,107528.7341,Turning_Milling
processing,44962.7884,107592.9666,QC_Turning
wip_holding,385.3953,107592.9666,QC_Turning
defect,90000.0,107592.9666,QC_Turning
processing,44646.244,107656.747,Laser_Marking
wip_holding,382.6821,107656.747,Laser_Marking
processing,62197.3993,107745.6004,Lapping
wip_holding,533.1206,107745.6004,Lapping
processing,86190.0763,107868.7291,Round_Grinding
wip_holding,738.7721,107868.7291,Round_Grinding
processing,86409.8765,107992.1718,Final_Inspection
wip_holding,740.6561,107992.1718,Final_Inspection
processing,42000.0,108052.1718,Packing
wip_holding,360.0,108052.1718,Packing
processing,69416.4062,108121.6906,Turning_Milling
wip_holding,594.9978,108121.6906,Turning_Milling
processing,105804.3286,108610.6246,Turning_Milling
wip_holding,906.8942,108610.6246,Turning_Milling
processing,383931.1512,108670.1637,QC_Turning
wip_holding,3290.8384,108670.1637,QC_Turning
processing,81069.4448,108785.9772,Laser_Marking
wip_holding,694.881,108785.9772,Laser_Marking
processing,172321.5473,108916.3373,QC_Turning
wip_holding,1834.2764,108916.3373,QC_Turning
processing,45547.6173,108981.4053,Laser_Marking
wip_holding,390.4081,108981.4053,Laser_Marking
processing,144406.8741,108992.2727,Lapping
wip_holding,1237.7732,108992.2727,Lapping
processing,40880.7801,109039.8064,Lapping
wip_holding,350.4067,109039.8064,Lapping
processing,35896.7838,109043.5538,Round_Grinding
wip_holding,307.6867,109043.5538,Round_Grinding
processing,55089.7961,109122.2535,Final_Inspection
wip_holding,472.1983,109122.2535,Final_Inspection
processing,89755.5644,109168.0287,Round_Grinding
wip_holding,769.3334,109168.0287,Round_Grinding
processing,42000.0,109182.2535,Packing
wip_holding,360.0,109182.2535,Packing
processing,113789.9818,109330.5858,Final_Inspection
wip_holding,975.3427,109330.5858,Final_Inspection
processing,42000.0,109390.5858,Packing
wip_holding,360.0,109390.5858,Packing
processing,142037.9582,109394.9465,Turning_Milling
wip_holding,1217.4682,109394.9465,Turning_Milling
processing,40179.9257,109452.3464,QC_Turning
wip_holding,344.3994,109452.3464,QC_Turning
processing,129542.8365,109494.0116,Turning_Milling
wip_holding,1110.3672,109494.0116,Turning_Milling
processing,43166.8105,109514.0132,Laser_Marking
wip_holding,370.0012,109514.0132,Laser_Marking
processing,179309.4403,109538.2991,Turning_Milling
wip_holding,1536.9381,109538.2991,Turning_Milling
processing,32103.6474,109539.874,QC_Turning
wip_holding,275.1741,109539.874,QC_Turning
processing,188403.0541,109548.9528,Turning_Milling
wip_holding,1614.8833,109548.9528,Turning_Milling
processing,8707.5397,109552.3133,QC_Turning
wip_holding,84.0851,109552.3133,QC_Turning
processing,29894.1782,109582.5799,Laser_Marking
wip_holding,256.2358,109582.5799,Laser_Marking
processing,29049.6545,109624.0794,Laser_Marking
wip_holding,430.5968,109624.0794,Laser_Marking
processing,78997.7956,109626.8672,Lapping
wip_holding,677.124,109626.8672,Lapping
processing,59109.8193,109636.7559,QC_Turning
wip_holding,526.8184,109636.7559,QC_Turning
processing,30780.3197,109680.7278,Laser_Marking
wip_holding,263.8313,109680.7278,Laser_Marking
processing,66823.3725,109722.3292,Lapping
wip_holding,589.4985,109722.3292,Lapping
processing,118526.6806,109751.9037,Lapping
wip_holding,1015.943,109751.9037,Lapping
processing,77283.5053,109862.3088,Round_Grinding
wip_holding,662.43,109862.3088,Round_Grinding
processing,163561.9042,109955.989,Lapping
wip_holding,1651.5676,109955.989,Lapping
processing,258476.7832,109996.1198,Round_Grinding
wip_holding,2215.5153,109996.1198,Round_Grinding
processing,255274.469,110087.007,Round_Grinding
wip_holding,2188.0669,110087.007,Round_Grinding
processing,168232.5373,110102.641,Final_Inspection
wip_holding,1441.9932,110102.641,Final_Inspection
processing,110980.4267,110114.5325,Round_Grinding
wip_holding,951.2608,110114.5325,Round_Grinding
processing,41224.1179,110161.5326,Final_Inspection
wip_holding,992.4767,110161.5326,Final_Inspection
processing,42000.0,110162.641,Packing
wip_holding,360.0,110162.641,Packing
processing,42000.0,110222.641,Packing
wip_holding,366.6504,110222.641,Packing
processing,69738.769,110261.1594,Final_Inspection
wip_holding,1044.9142,110261.1594,Final_Inspection
processing,365783.0424,110320.5166,Turning_Milling
wip_holding,3135.2832,110320.5166,Turning_Milling
processing,42000.0,110321.1594,Packing
wip_holding,360.0,110321.1594,Packing
processing,48015.3651,110389.11,QC_Turning
wip_holding,411.5603,110389.11,QC_Turning
processing,11975.9339,110406.2184,Laser_Marking
wip_holding,102.6509,110406.2184,Laser_Marking
processing,106793.1895,110413.7211,Final_Inspection
wip_holding,1795.1313,110413.7211,Final_Inspection
processing,42000.0,110473.7211,Packing
wip_holding,360.0,110473.7211,Packing
processing,108276.2148,110560.8988,Lapping
wip_holding,928.0818,110560.8988,Lapping
processing,45452.9523,110625.8315,Round_Grinding
wip_holding,389.5967,110625.8315,Round_Grinding
processing,228359.1169,110952.0589,Final_Inspection
wip_holding,1957.3639,110952.0589,Final_Inspection
processing,42000.0,111012.0589,Packing
wip_holding,360.0,111012.0589,Packing
processing,151948.2562,111110.0057,Turning_Milling
wip_holding,1302.4136,111110.0057,Turning_Milling
processing,84142.2312,111230.2089,QC_Turning
wip_holding,721.2191,111230.2089,QC_Turning
processing,39494.7359,111286.63,Laser_Marking
wip_holding,338.5263,111286.63,Laser_Marking
processing,28745.3852,111327.6948,Lapping
wip_holding,246.389,111327.6948,Lapping
processing,85702.1805,111450.1265,Round_Grinding
wip_holding,734.5901,111450.1265,Round_Grinding
processing,47383.631,111517.8174,Final_Inspection
wip_holding,406.1454,111517.8174,Final_Inspection
defect,90000.0,111517.8174,Final_Inspection
processing,102296.2517,111548.0582,Turning_Milling
wip_holding,876.825,111548.0582,Turning_Milling
processing,42000.0,111577.8174,Packing
wip_holding,360.0,111577.8174,Packing
processing,37718.4865,111601.9418,QC_Turning
wip_holding,323.3013,111601.9418,QC_Turning
processing,23043.6408,111634.8613,Laser_Marking
wip_holding,197.5169,111634.8613,Laser_Marking
processing,269204.49,112019.4391,Lapping
wip_holding,2307.4671,112019.4391,Lapping
processing,39901.3936,112076.4411,Round_Grinding
wip_holding,342.0119,112076.4411,Round_Grinding
processing,89748.7872,112204.6537,Final_Inspection
wip_holding,769.2753,112204.6537,Final_Inspection
processing,134455.2165,112243.3249,Turning_Milling
wip_holding,1152.4733,112243.3249,Turning_Milling
processing,42000.0,112264.6537,Packing
wip_holding,360.0,112264.6537,Packing
processing,1387868.9128,112325.1947,Turning_Milling
wip_holding,11896.0193,112325.1947,Turning_Milling
processing,59123.3507,112327.7868,QC_Turning
wip_holding,506.7716,112327.7868,QC_Turning
processing,43905.2443,112340.2555,Turning_Milling
wip_holding,376.3307,112340.2555,Turning_Milling
processing,29015.5025,112369.2376,Laser_Marking
wip_holding,248.7043,112369.2376,Laser_Marking
processing,32640.8321,112374.4166,QC_Turning
wip_holding,295.3312,112374.4166,QC_Turning
processing,13805.9648,112394.1394,QC_Turning
wip_holding,323.3036,112394.1394,QC_Turning
processing,54483.1485,112452.2497,Laser_Marking
wip_holding,466.9984,112452.2497,Laser_Marking
processing,60007.8215,112454.963,Lapping
wip_holding,514.3528,112454.963,Lapping
processing,25672.3243,112488.9244,Laser_Marking
wip_holding,568.7101,112488.9244,Laser_Marking
processing,73064.2619,112556.6272,Lapping
wip_holding,626.2651,112556.6272,Lapping
processing,111072.5178,112647.5994,Lapping
wip_holding,952.0502,112647.5994,Lapping
processing,274897.7016,112661.2598,Turning_Milling
wip_holding,2356.266,112661.2598,Turning_Milling
processing,154170.6203,112675.2068,Round_Grinding
wip_holding,1321.4625,112675.2068,Round_Grinding
processing,28987.7897,112689.0106,Round_Grinding
wip_holding,248.4668,112689.0106,Round_Grinding
processing,103360.8867,112704.2856,Round_Grinding
wip_holding,885.9505,112704.2856,Round_Grinding
processing,33141.7805,112708.6052,QC_Turning
wip_holding,284.0724,112708.6052,QC_Turning
processing,28188.6854,112748.8747,Laser_Marking
wip_holding,241.6173,112748.8747,Laser_Marking
processing,38185.0165,112803.4247,Lapping
wip_holding,327.3001,112803.4247,Lapping
processing,119442.2843,112845.8386,Final_Inspection
wip_holding,1023.791,112845.8386,Final_Inspection
processing,19664.9031,112873.9313,Final_Inspection
wip_holding,1109.5245,112873.9313,Final_Inspection
