cost_type,amount,time,stage_name
wip_holding,454.1375,48022.3472,Laser_Marking
processing,38449.5627,48077.2751,Lapping
wip_holding,329.5677,48077.2751,Lapping
processing,512612.4058,48809.5786,Round_Grinding
wip_holding,4393.8206,48809.5786,Round_Grinding
processing,24902.6037,48845.1537,Final_Inspection
wip_holding,213.4509,48845.1537,Final_Inspection
processing,42000.0,48905.1537,Packing
wip_holding,360.0,48905.1537,Packing
processing,78460.0376,49505.6942,Turning_Milling
wip_holding,672.5146,49505.6942,Turning_Milling
processing,46269.2629,49571.7931,QC_Turning
wip_holding,396.5937,49571.7931,QC_Turning
processing,31275.9363,49616.4731,Laser_Marking
wip_holding,268.0795,49616.4731,Laser_Marking
processing,57549.877,49698.6872,Lapping
wip_holding,493.2847,49698.6872,Lapping
processing,285366.4345,49806.6632,Turning_Milling
wip_holding,2445.998,49806.6632,Turning_Milling
processing,37697.9193,49860.5174,QC_Turning
wip_holding,323.125,49860.5174,QC_Turning
processing,9337.6912,49873.857,Laser_Marking
wip_holding,80.0374,49873.857,Laser_Marking
processing,180422.5521,49956.4337,Round_Grinding
wip_holding,1546.479,49956.4337,Round_Grinding
processing,80387.8881,49988.6968,Lapping
wip_holding,689.039,49988.6968,Lapping
processing,44858.4617,50052.7803,Round_Grinding
wip_holding,384.5011,50052.7803,Round_Grinding
processing,108054.4109,50110.7971,Final_Inspection
wip_holding,926.1807,50110.7971,Final_Inspection
processing,23763.2588,50144.7446,Final_Inspection
wip_holding,551.7858,50144.7446,Final_Inspection
processing,42000.0,50170.7971,Packing
wip_holding,360.0,50170.7971,Packing
processing,42000.0,50230.7971,Packing
wip_holding,516.3149,50230.7971,Packing
processing,164479.3837,50504.6376,Turning_Milling
wip_holding,1409.8233,50504.6376,Turning_Milling
processing,104937.8813,50654.5489,QC_Turning
wip_holding,899.4676,50654.5489,QC_Turning
processing,42008.454,50667.5911,Turning_Milling
wip_holding,360.0725,50667.5911,Turning_Milling
processing,38579.2048,50722.7043,QC_Turning
wip_holding,330.6789,50722.7043,QC_Turning
processing,48329.7614,50723.5914,Laser_Marking
wip_holding,414.2551,50723.5914,Laser_Marking
processing,307880.6826,50726.5633,Turning_Milling
wip_holding,2638.9773,50726.5633,Turning_Milling
processing,9994.899,50737.8698,Laser_Marking
wip_holding,90.9934,50737.8698,Laser_Marking
processing,24826.2527,50773.3359,Lapping
wip_holding,212.7965,50773.3359,Lapping
processing,41426.914,50782.7727,Lapping
wip_holding,355.0878,50782.7727,Lapping
processing,87018.4631,50783.4247,Turning_Milling
wip_holding,745.8725,50783.4247,Turning_Milling
processing,50324.6067,50798.4556,QC_Turning
wip_holding,431.3538,50798.4556,QC_Turning
processing,17344.5442,50823.2335,Laser_Marking
wip_holding,148.6675,50823.2335,Laser_Marking
processing,118448.549,50825.3688,Turning_Milling
wip_holding,1015.2733,50825.3688,Turning_Milling
processing,30424.8536,50841.9196,QC_Turning
wip_holding,350.9696,50841.9196,QC_Turning
processing,59157.5038,50857.8466,Round_Grinding
wip_holding,507.0643,50857.8466,Round_Grinding
processing,27888.7659,50863.0746,Lapping
wip_holding,239.0466,50863.0746,Lapping
processing,68757.7463,50880.9981,Round_Grinding
wip_holding,589.3521,50880.9981,Round_Grinding
processing,31438.8276,50886.8322,Laser_Marking
wip_holding,269.4757,50886.8322,Laser_Marking
processing,24231.0883,50892.4625,Final_Inspection
wip_holding,207.695,50892.4625,Final_Inspection
processing,40088.1931,50920.3434,Round_Grinding
wip_holding,343.6131,50920.3434,Round_Grinding
processing,146875.1673,50949.6032,Turning_Milling
wip_holding,1258.93,50949.6032,Turning_Milling
processing,42000.0,50952.4625,Packing
wip_holding,360.0,50952.4625,Packing
processing,64379.3014,50978.8027,Lapping
wip_holding,551.8226,50978.8027,Lapping
processing,117003.8653,51009.068,QC_Turning
wip_holding,1102.195,51009.068,QC_Turning
processing,191318.4676,51050.1838,Turning_Milling
wip_holding,1639.8726,51050.1838,Turning_Milling
processing,51500.3579,51052.3746,Round_Grinding
wip_holding,441.4316,51052.3746,Round_Grinding
processing,39485.6775,51065.4761,Laser_Marking
wip_holding,338.4487,51065.4761,Laser_Marking
processing,92361.2815,51141.0127,QC_Turning
wip_holding,1148.4572,51141.0127,QC_Turning
processing,182056.8374,51152.5437,Final_Inspection
wip_holding,1629.2736,51152.5437,Final_Inspection
processing,9958.6916,51166.7704,Final_Inspection
wip_holding,1478.5617,51166.7704,Final_Inspection
processing,32991.2417,51188.143,QC_Turning
wip_holding,827.7556,51188.143,QC_Turning
processing,42000.0,51212.5437,Packing
wip_holding,360.0,51212.5437,Packing
processing,52365.404,51215.8204,Laser_Marking
wip_holding,448.8463,51215.8204,Laser_Marking
processing,20151.7323,51244.6086,Laser_Marking
wip_holding,338.7934,51244.6086,Laser_Marking
processing,42000.0,51272.5437,Packing
wip_holding,634.6398,51272.5437,Packing
processing,47294.8909,51283.3845,Lapping
wip_holding,405.3848,51283.3845,Lapping
processing,82310.0354,51284.3561,Final_Inspection
wip_holding,1391.8891,51284.3561,Final_Inspection
processing,42000.0,51344.3561,Packing
wip_holding,360.0,51344.3561,Packing
processing,54048.6179,51360.5969,Lapping
wip_holding,695.9295,51360.5969,Lapping
processing,228343.6149,51391.6813,Lapping
wip_holding,1957.231,51391.6813,Lapping
processing,51639.9594,51434.3682,Round_Grinding
wip_holding,442.6282,51434.3682,Round_Grinding
processing,27991.9564,51474.3567,Final_Inspection
wip_holding,239.9311,51474.3567,Final_Inspection
processing,62459.279,51480.9088,Round_Grinding
wip_holding,535.3652,51480.9088,Round_Grinding
processing,138807.0631,51481.6803,Round_Grinding
wip_holding,1189.7748,51481.6803,Round_Grinding
processing,42000.0,51534.3567,Packing
wip_holding,360.0,51534.3567,Packing
processing,167404.0156,51572.6919,Turning_Milling
wip_holding,1434.8916,51572.6919,Turning_Milling
processing,87332.2376,51605.6692,Final_Inspection
wip_holding,748.562,51605.6692,Final_Inspection
processing,42000.0,51665.6692,Packing
wip_holding,360.0,51665.6692,Packing
processing,74125.9842,51678.5861,QC_Turning
wip_holding,635.3656,51678.5861,QC_Turning
processing,22508.9626,51710.7418,Laser_Marking
wip_holding,192.934,51710.7418,Laser_Marking
processing,109394.3404,51761.9468,Final_Inspection
wip_holding,1681.5987,51761.9468,Final_Inspection
processing,42000.0,51821.9468,Packing
wip_holding,360.0,51821.9468,Packing
processing,71126.3123,52054.8961,Turning_Milling
wip_holding,609.6541,52054.8961,Turning_Milling
processing,64692.8829,52147.3145,QC_Turning
wip_holding,554.5104,52147.3145,QC_Turning
processing,222428.2832,52155.3315,Turning_Milling
wip_holding,1906.5281,52155.3315,Turning_Milling
processing,18832.6077,52174.2182,Laser_Marking
wip_holding,161.4224,52174.2182,Laser_Marking
processing,49601.6148,52226.191,QC_Turning
wip_holding,425.1567,52226.191,QC_Turning
processing,77238.3848,52284.5588,Lapping
wip_holding,662.0433,52284.5588,Lapping
processing,418921.7566,52309.2014,Lapping
wip_holding,3590.7579,52309.2014,Lapping
processing,91520.1708,52356.9341,Laser_Marking
wip_holding,784.4586,52356.9341,Laser_Marking
processing,60264.8591,52395.2941,Round_Grinding
wip_holding,516.5559,52395.2941,Round_Grinding
processing,27232.2935,52434.1974,Final_Inspection
wip_holding,233.4197,52434.1974,Final_Inspection
processing,92634.1426,52489.2686,Lapping
wip_holding,794.0069,52489.2686,Lapping
processing,42000.0,52494.1974,Packing
wip_holding,360.0,52494.1974,Packing
processing,168108.6516,52524.714,Round_Grinding
wip_holding,1440.9313,52524.714,Round_Grinding
processing,55522.8163,52604.0323,Final_Inspection
wip_holding,475.9099,52604.0323,Final_Inspection
processing,42000.0,52664.0323,Packing
wip_holding,360.0,52664.0323,Packing
processing,164961.1024,52729.3165,Turning_Milling
wip_holding,1413.9523,52729.3165,Turning_Milling
processing,228434.6886,52815.6038,Round_Grinding
wip_holding,1958.0116,52815.6038,Round_Grinding
processing,90544.2458,52944.9528,Final_Inspection
wip_holding,776.0935,52944.9528,Final_Inspection
processing,175522.8264,52980.0634,QC_Turning
wip_holding,1504.4814,52980.0634,QC_Turning
processing,15889.9566,53002.7633,Laser_Marking
wip_holding,136.1996,53002.7633,Laser_Marking
processing,42000.0,53004.9528,Packing
wip_holding,360.0,53004.9528,Packing
processing,17715.972,53028.0718,Lapping
wip_holding,151.8512,53028.0718,Lapping
processing,120212.3129,53124.7721,Turning_Milling
wip_holding,1030.3913,53124.7721,Turning_Milling
processing,74931.8303,53231.8176,QC_Turning
wip_holding,642.2728,53231.8176,QC_Turning
processing,178429.8921,53256.9089,Turning_Milling
wip_holding,1529.3991,53256.9089,Turning_Milling
processing,29469.0843,53273.9163,Laser_Marking
wip_holding,252.5922,53273.9163,Laser_Marking
processing,211693.2682,53330.4908,Round_Grinding
wip_holding,1814.5137,53330.4908,Round_Grinding
processing,75298.7295,53364.4785,QC_Turning
wip_holding,645.4177,53364.4785,QC_Turning
processing,63643.8859,53364.8361,Lapping
wip_holding,545.519,53364.8361,Lapping
processing,21006.9376,53394.4884,Laser_Marking
wip_holding,180.0595,53394.4884,Laser_Marking
processing,22147.6145,53426.1279,Lapping
wip_holding,189.8367,53426.1279,Lapping
processing,73499.6409,53435.4903,Final_Inspection
wip_holding,629.9969,53435.4903,Final_Inspection
processing,40971.7006,53484.6589,Round_Grinding
wip_holding,351.186,53484.6589,Round_Grinding
processing,91426.0052,53495.4447,Round_Grinding
wip_holding,783.6515,53495.4447,Round_Grinding
processing,42000.0,53495.4903,Packing
wip_holding,360.0,53495.4903,Packing
processing,94119.7317,53619.1156,Final_Inspection
wip_holding,806.7406,53619.1156,Final_Inspection
processing,35187.5748,53669.3836,Final_Inspection
wip_holding,1043.6335,53669.3836,Final_Inspection
processing,42000.0,53679.1156,Packing
wip_holding,360.0,53679.1156,Packing
processing,42000.0,53739.1156,Packing
wip_holding,418.3922,53739.1156,Packing
processing,171488.0844,54071.0534,Turning_Milling
wip_holding,1469.8979,54071.0534,Turning_Milling
processing,199664.312,54356.2881,QC_Turning
wip_holding,1711.4084,54356.2881,QC_Turning
processing,361667.2918,54398.1925,Turning_Milling
wip_holding,3100.0054,54398.1925,Turning_Milling
processing,33900.9222,54404.718,Laser_Marking
wip_holding,290.5793,54404.718,Laser_Marking
processing,24857.3062,54433.703,QC_Turning
wip_holding,213.0626,54433.703,QC_Turning
processing,30053.4466,54447.6515,Lapping
wip_holding,257.601,54447.6515,Lapping
processing,224587.21,54463.7329,Turning_Milling
wip_holding,1925.0332,54463.7329,Turning_Milling
processing,31397.4629,54478.5565,Laser_Marking
wip_holding,269.1211,54478.5565,Laser_Marking
processing,71625.6529,54580.8789,Lapping
wip_holding,613.9342,54580.8789,Lapping
processing,113387.4421,54625.715,QC_Turning
wip_holding,971.8924,54625.715,QC_Turning
defect,90000.0,54625.715,QC_Turning
processing,13202.0065,54644.575,Laser_Marking
wip_holding,113.1601,54644.575,Laser_Marking
processing,26382.2253,54682.2639,Lapping
wip_holding,226.1334,54682.2639,Lapping
processing,72572.2445,54684.5535,Round_Grinding
wip_holding,622.0478,54684.5535,Round_Grinding
processing,33388.6827,54732.2516,Final_Inspection
wip_holding,286.1887,54732.2516,Final_Inspection
processing,222953.4597,54766.1564,Round_Grinding
wip_holding,1911.0297,54766.1564,Round_Grinding
processing,140840.2774,54790.4078,Turning_Milling
wip_holding,1207.2024,54790.4078,Turning_Milling
processing,42000.0,54792.2516,Packing
wip_holding,360.0,54792.2516,Packing
processing,21633.7056,54797.0617,Final_Inspection
wip_holding,185.4318,54797.0617,Final_Inspection
defect,90000.0,54797.0617,Final_Inspection
processing,105537.1234,54833.0312,Round_Grinding
wip_holding,904.6039,54833.0312,Round_Grinding
processing,42000.0,54857.0617,Packing
wip_holding,360.0,54857.0617,Packing
processing,27051.5892,54871.6763,Final_Inspection
wip_holding,231.8708,54871.6763,Final_Inspection
processing,65664.5187,54884.2143,QC_Turning
wip_holding,562.8387,54884.2143,QC_Turning
processing,42000.0,54931.6763,Packing
wip_holding,360.0,54931.6763,Packing
processing,332395.006,54965.8023,Turning_Milling
wip_holding,2849.1001,54965.8023,Turning_Milling
processing,65607.5704,54977.9394,Laser_Marking
wip_holding,562.3506,54977.9394,Laser_Marking
processing,11302.7103,54981.949,QC_Turning
wip_holding,96.8804,54981.949,QC_Turning
processing,278188.0228,55089.3095,Turning_Milling
wip_holding,2384.4688,55089.3095,Turning_Milling
processing,130468.7453,55091.6238,Turning_Milling
wip_holding,1118.3035,55091.6238,Turning_Milling
processing,105690.2869,55128.9255,Lapping
wip_holding,905.9167,55128.9255,Lapping
processing,104588.387,55131.361,Laser_Marking
wip_holding,896.4719,55131.361,Laser_Marking
processing,46731.7538,55156.0691,QC_Turning
wip_holding,400.5579,55156.0691,QC_Turning
processing,44247.7374,55219.2802,QC_Turning
wip_holding,765.9385,55219.2802,QC_Turning
processing,90458.5373,55258.152,Round_Grinding
wip_holding,775.3589,55258.152,Round_Grinding
processing,84694.8065,55277.0617,Laser_Marking
wip_holding,725.9555,55277.0617,Laser_Marking
processing,16360.6451,55300.4341,Laser_Marking
wip_holding,486.9233,55300.4341,Laser_Marking
processing,53707.2913,55353.7864,Lapping
wip_holding,460.3482,55353.7864,Lapping
processing,34760.4803,55403.4443,Lapping
wip_holding,618.0611,55403.4443,Lapping
processing,191940.9563,55405.5624,Lapping
wip_holding,1645.2082,55405.5624,Lapping
processing,165787.7633,55494.9917,Final_Inspection
wip_holding,1421.038,55494.9917,Final_Inspection
processing,73316.6609,55508.1823,Round_Grinding
wip_holding,628.4285,55508.1823,Round_Grinding
processing,132131.6424,55542.5459,Round_Grinding
wip_holding,1132.5569,55542.5459,Round_Grinding
processing,42000.0,55554.9917,Packing
wip_holding,360.0,55554.9917,Packing
processing,264079.1889,55782.8184,Round_Grinding
wip_holding,2263.5359,55782.8184,Round_Grinding
processing,239870.9474,55850.8551,Final_Inspection
wip_holding,2056.0367,55850.8551,Final_Inspection
processing,42000.0,55910.8551,Packing
wip_holding,360.0,55910.8551,Packing
processing,158188.3312,56076.8385,Final_Inspection
wip_holding,3205.7552,56076.8385,Final_Inspection
processing,22484.4562,56108.9591,Final_Inspection
wip_holding,1956.8445,56108.9591,Final_Inspection
processing,42000.0,56136.8385,Packing
wip_holding,360.0,56136.8385,Packing
processing,42000.0,56196.8385,Packing
wip_holding,527.2761,56196.8385,Packing
processing,229171.3135,57107.4102,Turning_Milling
wip_holding,1964.3255,57107.4102,Turning_Milling
processing,63116.9568,57197.5773,QC_Turning
wip_holding,541.0025,57197.5773,QC_Turning
processing,36420.125,57249.606,Laser_Marking
wip_holding,312.1725,57249.606,Laser_Marking
processing,30181.7206,57292.7228,Lapping
wip_holding,258.7005,57292.7228,Lapping
processing,196584.7184,57573.5581,Round_Grinding
wip_holding,1685.0119,57573.5581,Round_Grinding
processing,41016.8881,57632.1537,Final_Inspection
wip_holding,351.5733,57632.1537,Final_Inspection
processing,42000.0,57692.1537,Packing
wip_holding,360.0,57692.1537,Packing
processing,184062.9793,57811.1425,Turning_Milling
wip_holding,1577.6827,57811.1425,Turning_Milling
processing,29686.1293,57853.5513,QC_Turning
wip_holding,254.4525,57853.5513,QC_Turning
processing,44986.8134,57917.8182,Laser_Marking
wip_holding,385.6013,57917.8182,Laser_Marking
processing,26044.5848,57955.0247,Lapping
wip_holding,223.2393,57955.0247,Lapping
processing,311217.2249,58399.6207,Round_Grinding
wip_holding,2667.5762,58399.6207,Round_Grinding
processing,145855.2847,58463.6185,Turning_Milling
wip_holding,1250.1882,58463.6185,Turning_Milling
processing,30460.6117,58507.1336,QC_Turning
wip_holding,261.091,58507.1336,QC_Turning
processing,12690.1181,58525.2624,Laser_Marking
wip_holding,108.7724,58525.2624,Laser_Marking
processing,88900.956,58526.6221,Final_Inspection
wip_holding,762.0082,58526.6221,Final_Inspection
processing,42000.0,58586.6221,Packing
wip_holding,360.0,58586.6221,Packing
processing,109708.721,58681.9891,Lapping
wip_holding,940.3605,58681.9891,Lapping
processing,51070.4361,58754.9469,Round_Grinding
wip_holding,437.7466,58754.9469,Round_Grinding
processing,80638.9404,58870.1454,Final_Inspection
wip_holding,691.1909,58870.1454,Final_Inspection
processing,42000.0,58930.1454,Packing
wip_holding,360.0,58930.1454,Packing
processing,248925.24,59376.7807,Turning_Milling
wip_holding,2133.6449,59376.7807,Turning_Milling
processing,37306.4846,59430.0757,QC_Turning
wip_holding,319.7699,59430.0757,QC_Turning
processing,107450.7387,59583.5768,Laser_Marking
wip_holding,921.0063,59583.5768,Laser_Marking
processing,15517.622,59605.7448,Lapping
wip_holding,133.0082,59605.7448,Lapping
processing,116470.8587,59772.1317,Round_Grinding
wip_holding,998.3216,59772.1317,Round_Grinding
processing,81116.5798,59888.0126,Final_Inspection
wip_holding,695.285,59888.0126,Final_Inspection
processing,42000.0,59948.0126,Packing
wip_holding,360.0,59948.0126,Packing
processing,180492.549,60119.5457,Turning_Milling
wip_holding,1547.079,60119.5457,Turning_Milling
processing,10458.9605,60134.4871,QC_Turning
wip_holding,89.6482,60134.4871,QC_Turning
processing,21523.5383,60165.235,Laser_Marking
wip_holding,184.4875,60165.235,Laser_Marking
processing,156441.8227,60388.7233,Lapping
wip_holding,1340.9299,60388.7233,Lapping
processing,87196.598,60513.2899,Round_Grinding
wip_holding,747.3994,60513.2899,Round_Grinding
processing,145739.5205,60721.4892,Final_Inspection
wip_holding,1249.1959,60721.4892,Final_Inspection
processing,42000.0,60781.4892,Packing
wip_holding,360.0,60781.4892,Packing
processing,132621.105,61342.6864,Turning_Milling
wip_holding,1136.7523,61342.6864,Turning_Milling
processing,23830.4596,61376.73,QC_Turning
wip_holding,204.2611,61376.73,QC_Turning
processing,19123.0606,61404.0486,Laser_Marking
wip_holding,163.9119,61404.0486,Laser_Marking
processing,134460.9675,61701.3999,Turning_Milling
wip_holding,1152.5226,61701.3999,Turning_Milling
processing,28678.7994,61742.3696,QC_Turning
wip_holding,245.8183,61742.3696,QC_Turning
processing,247675.9114,61757.8713,Lapping
wip_holding,2122.9364,61757.8713,Lapping
processing,12965.8749,61760.8923,Laser_Marking
wip_holding,111.1361,61760.8923,Laser_Marking
processing,87165.9766,61885.4151,Lapping
wip_holding,747.1369,61885.4151,Lapping
processing,77291.7244,61995.8318,Round_Grinding
wip_holding,662.5005,61995.8318,Round_Grinding
processing,175956.2901,62009.2375,Round_Grinding
wip_holding,1508.1968,62009.2375,Round_Grinding
processing,68944.4275,62094.3239,Final_Inspection
wip_holding,590.9522,62094.3239,Final_Inspection
processing,42000.0,62154.3239,Packing
wip_holding,360.0,62154.3239,Packing
processing,155570.9881,62316.5681,Final_Inspection
wip_holding,1843.984,62316.5681,Final_Inspection
processing,42000.0,62376.5681,Packing
wip_holding,360.0,62376.5681,Packing
processing,62934.9078,62624.9364,Turning_Milling
wip_holding,539.4421,62624.9364,Turning_Milling
processing,81404.7583,62741.2289,QC_Turning
wip_holding,697.7551,62741.2289,QC_Turning
processing,19902.3433,62769.6608,Laser_Marking
wip_holding,170.5915,62769.6608,Laser_Marking
processing,39453.4199,62826.0228,Lapping
wip_holding,338.1722,62826.0228,Lapping
processing,86267.8437,62949.2626,Round_Grinding
wip_holding,739.4387,62949.2626,Round_Grinding
processing,200666.2536,63050.2808,Turning_Milling
wip_holding,1719.9965,63050.2808,Turning_Milling
processing,34254.482,63099.2157,QC_Turning
wip_holding,293.6098,63099.2157,QC_Turning
processing,27528.3459,63138.542,Laser_Marking
wip_holding,235.9573,63138.542,Laser_Marking
processing,174882.4582,63199.0947,Final_Inspection
wip_holding,1498.9925,63199.0947,Final_Inspection
processing,71276.5624,63240.3656,Lapping
wip_holding,610.942,63240.3656,Lapping
processing,42000.0,63259.0947,Packing
wip_holding,360.0,63259.0947,Packing
processing,277658.5757,63346.5812,Turning_Milling
wip_holding,2379.9306,63346.5812,Turning_Milling
processing,81963.5363,63463.672,QC_Turning
wip_holding,702.5446,63463.672,QC_Turning
processing,206158.4202,63534.8776,Round_Grinding
wip_holding,1767.0722,63534.8776,Round_Grinding
processing,103895.8048,63612.0946,Laser_Marking
wip_holding,890.5355,63612.0946,Laser_Marking
processing,154892.1469,63833.3691,Lapping
wip_holding,1327.647,63833.3691,Lapping
processing,232563.4135,63867.1111,Final_Inspection
wip_holding,1993.4007,63867.1111,Final_Inspection
processing,42000.0,63927.1111,Packing
wip_holding,360.0,63927.1111,Packing
processing,116183.1215,63999.345,Round_Grinding
wip_holding,995.8553,63999.345,Round_Grinding
processing,112620.337,64030.3539,Turning_Milling
wip_holding,965.3172,64030.3539,Turning_Milling
processing,130371.6142,64216.599,QC_Turning
wip_holding,1117.471,64216.599,QC_Turning
processing,28170.7333,64256.8429,Laser_Marking
wip_holding,241.4634,64256.8429,Laser_Marking
processing,28077.7942,64296.9541,Lapping
wip_holding,240.6668,64296.9541,Lapping
processing,239060.4532,64340.8599,Final_Inspection
wip_holding,2049.0896,64340.8599,Final_Inspection
processing,66569.2468,64392.053,Round_Grinding
wip_holding,570.5935,64392.053,Round_Grinding
processing,42000.0,64400.8599,Packing
wip_holding,360.0,64400.8599,Packing
processing,158563.9227,64618.5729,Final_Inspection
wip_holding,1359.1193,64618.5729,Final_Inspection
processing,256023.4867,64659.4187,Turning_Milling
wip_holding,2194.487,64659.4187,Turning_Milling
processing,42000.0,64678.5729,Packing
wip_holding,360.0,64678.5729,Packing
processing,17260.8513,64684.0771,QC_Turning
wip_holding,147.9502,64684.0771,QC_Turning
processing,133144.8061,64874.2839,Laser_Marking
wip_holding,1141.2412,64874.2839,Laser_Marking
processing,33323.2176,64921.8885,Lapping
wip_holding,285.6276,64921.8885,Lapping
processing,84444.5066,65042.5235,Round_Grinding
wip_holding,723.8101,65042.5235,Round_Grinding
defect,90000.0,65042.5235,Round_Grinding
processing,33735.1256,65090.7166,Final_Inspection
wip_holding,289.1582,65090.7166,Final_Inspection
processing,42000.0,65150.7166,Packing
wip_holding,360.0,65150.7166,Packing
processing,122950.3342,65359.983,Turning_Milling
wip_holding,1053.86,65359.983,Turning_Milling
processing,35512.5622,65410.7152,QC_Turning
wip_holding,304.3934,65410.7152,QC_Turning
processing,41719.941,65470.3151,Laser_Marking
wip_holding,357.5995,65470.3151,Laser_Marking
processing,106240.9245,65622.0879,Lapping
wip_holding,910.6365,65622.0879,Lapping
processing,97926.4164,65709.7974,Turning_Milling
wip_holding,839.3693,65709.7974,Turning_Milling
processing,25992.3731,65746.9294,QC_Turning
wip_holding,222.7918,65746.9294,QC_Turning
processing,158223.3375,65848.1212,Round_Grinding
wip_holding,1356.2,65848.1212,Round_Grinding
processing,83366.8003,65866.0248,Laser_Marking
wip_holding,714.5726,65866.0248,Laser_Marking
processing,40636.3312,65906.1731,Final_Inspection
wip_holding,348.3114,65906.1731,Final_Inspection
processing,42000.0,65966.1731,Packing
wip_holding,360.0,65966.1731,Packing
processing,99958.7218,66008.823,Lapping
wip_holding,856.789,66008.823,Lapping
processing,103868.3342,66157.2063,Round_Grinding
wip_holding,890.3,66157.2063,Round_Grinding
processing,70253.4668,66257.5684,Final_Inspection
wip_holding,602.1726,66257.5684,Final_Inspection
processing,42000.0,66317.5684,Packing
wip_holding,360.0,66317.5684,Packing
processing,115947.2815,67454.8055,Turning_Milling
wip_holding,993.8338,67454.8055,Turning_Milling
processing,57475.8724,67536.9139,QC_Turning
wip_holding,492.6503,67536.9139,QC_Turning
processing,19316.7752,67564.5093,Laser_Marking
wip_holding,165.5724,67564.5093,Laser_Marking
processing,36665.5683,67616.8886,Lapping
wip_holding,314.2763,67616.8886,Lapping
processing,80818.3039,67716.4434,Turning_Milling
wip_holding,692.7283,67716.4434,Turning_Milling
processing,34267.9557,67765.3976,QC_Turning
wip_holding,293.7253,67765.3976,QC_Turning
processing,25194.0914,67801.3892,Laser_Marking
wip_holding,215.9494,67801.3892,Laser_Marking
processing,177241.5772,67870.0909,Round_Grinding
wip_holding,1519.2135,67870.0909,Round_Grinding
processing,97432.4839,67940.5784,Lapping
wip_holding,835.1356,67940.5784,Lapping
processing,338289.0659,67968.2496,Turning_Milling
wip_holding,2899.6206,67968.2496,Turning_Milling
processing,53483.3385,68016.9832,Round_Grinding
wip_holding,458.4286,68016.9832,Round_Grinding
processing,205281.1365,68163.3497,Final_Inspection
wip_holding,1759.5526,68163.3497,Final_Inspection
processing,136577.6812,68163.3606,QC_Turning
wip_holding,1170.6658,68163.3606,QC_Turning
processing,19985.8618,68191.9118,Laser_Marking
wip_holding,171.3074,68191.9118,Laser_Marking
processing,23216.1385,68196.5156,Final_Inspection
wip_holding,1077.1943,68196.5156,Final_Inspection
processing,42000.0,68223.3497,Packing
wip_holding,360.0,68223.3497,Packing
processing,42000.0,68283.3497,Packing
wip_holding,521.0045,68283.3497,Packing
processing,62549.9221,68315.1749,Turning_Milling
wip_holding,536.1422,68315.1749,Turning_Milling
processing,49089.5452,68385.3028,QC_Turning
wip_holding,420.7675,68385.3028,QC_Turning
processing,156833.6596,68415.9599,Lapping
wip_holding,1344.2885,68415.9599,Lapping
processing,34306.9247,68434.3127,Laser_Marking
wip_holding,294.0594,68434.3127,Laser_Marking
processing,20830.6485,68464.0708,Lapping
wip_holding,178.5484,68464.0708,Lapping
processing,89245.4292,68543.4534,Round_Grinding
wip_holding,764.9608,68543.4534,Round_Grinding
processing,41338.1169,68602.5078,Final_Inspection
wip_holding,354.3267,68602.5078,Final_Inspection
processing,42000.0,68662.5078,Packing
wip_holding,360.0,68662.5078,Packing
processing,129665.0033,68714.7743,Turning_Milling
wip_holding,1111.4143,68714.7743,Turning_Milling
processing,181165.3195,68722.8783,Round_Grinding
wip_holding,1552.8456,68722.8783,Round_Grinding
processing,27438.524,68753.9722,QC_Turning
wip_holding,235.1873,68753.9722,QC_Turning
processing,43529.7873,68785.0638,Final_Inspection
wip_holding,373.1125,68785.0638,Final_Inspection
processing,42000.0,68845.0638,Packing
wip_holding,360.0,68845.0638,Packing
processing,102598.5816,68900.5416,Laser_Marking
wip_holding,879.4164,68900.5416,Laser_Marking
processing,53735.0728,68977.306,Lapping
wip_holding,460.5863,68977.306,Lapping
processing,118809.1441,69147.0333,Round_Grinding
wip_holding,1018.3641,69147.0333,Round_Grinding
processing,108048.3619,69301.3881,Final_Inspection
wip_holding,926.1288,69301.3881,Final_Inspection
processing,42000.0,69361.3881,Packing
wip_holding,360.0,69361.3881,Packing
processing,38250.1066,69834.6177,Turning_Milling
wip_holding,327.8581,69834.6177,Turning_Milling
processing,55597.9884,69914.0434,QC_Turning
wip_holding,476.5542,69914.0434,QC_Turning
processing,22406.3493,69946.0524,Laser_Marking
wip_holding,192.0544,69946.0524,Laser_Marking
processing,191014.5845,70218.9304,Lapping
wip_holding,1637.2679,70218.9304,Lapping
processing,67466.3249,70568.444,Turning_Milling
wip_holding,578.2828,70568.444,Turning_Milling
processing,311456.6702,70663.8685,Round_Grinding
wip_holding,2669.6286,70663.8685,Round_Grinding
processing,35364.6301,70714.3894,Final_Inspection
wip_holding,303.1254,70714.3894,Final_Inspection
processing,42000.0,70774.3894,Packing
wip_holding,360.0,70774.3894,Packing
processing,195911.764,70848.3179,QC_Turning
wip_holding,1679.2437,70848.3179,QC_Turning
processing,7417.4082,70858.9142,Laser_Marking
wip_holding,63.5778,70858.9142,Laser_Marking
processing,43880.4493,70921.6006,Lapping
wip_holding,376.1181,70921.6006,Lapping
processing,66838.5393,71017.0842,Round_Grinding
wip_holding,572.9018,71017.0842,Round_Grinding
processing,256027.0593,71115.1435,Turning_Milling
wip_holding,2194.5177,71115.1435,Turning_Milling
processing,46588.8102,71181.699,QC_Turning
wip_holding,399.3327,71181.699,QC_Turning
processing,121615.3635,71190.8204,Final_Inspection
wip_holding,1042.4174,71190.8204,Final_Inspection
